bug	G79886	G79887	G79888	G79889	G79890	G79893	G79894	G79897	G79899	G79902	G79903	G79904	G79905	G79906	G79907	G79908	G79909	G79910	G79911	G79913	G79914	G79915	G79916	G79917	G79919	G79920	G79921	G79922	G79923	G79924	G79926	G79927	G79929	G79930	G79931	G79933	G79934	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79948	G79949	G79950	G79951	G79953	G79955	G79956	G79957	G79960	G79961	G79962	G79963	G79964	G79965	G79966	G79967	G79968	G79969	G79970	G79971	G79972	G79973	G79974	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79986	G79987	G79988	G79989	G79994	G79995	G79996	G79998	G79999	G80000	G80001	G80002	G80003	G80004	G80005	G80008	G80011	G80015	G80016	G80019	G80020	G80022	G80024	G80025	G80027	G80028	G80030	G80031	G80032	G80036	G80037	G80038	G80040	G80041	G80042	G80043	G80046	G80049	G80050	G80051	G80053	G80054	G80055	G80058	G80059	G80060	G80062	G80065	G80066	G80067	G80068	G80069	G80070	G95634	G95635	G95636	G95637	G95638	G95639	G95640	G95641	G95642	G95643	G95644	G95645	G95646	G95647	G95648	G95649	G95650	G95651	G95652	G95653	G95654	G95655	G95656	G95657	G95658	G95659	G95660	G95661	G95662	G95663	G95664	G95666	G95667	G95668	G95669	G95672	G95673	G95674	G95676	G95677	G95678	G95679	G95680	G95681	G95682	G95683	G95684	G95685	G95686	G95687	G95688	G95689	G95690	G95691	G95692	G95693	G95695	G95696	G95697	G95698	G95699	G95700	G95701	G95703	G95704	G95705	G95706	G95707	G95708	G95709	G95711	G95713	G95714	G95715	G95717	G95719	G95720	G95721	G95723	G95725	G95726	G95728	G95729	G95730	G95731	G95732	G95733	G95734	G95735	G95736	G95737	G95739	G95740	G95741	G95742	G95743	G95745	G95746	G95747	G95748	G95749	G95750	G95751	G95752	G95753	G95754	G95755	G95756	G95757	G95758	G95759	G95760	G95761	G95762	G95763	G95764	G95765	G95766	G95768	G95769	G95770	G95771	G95772	G95773	G95774	G95775	G95776	G95777	G95778	G95779	G95780	G95781	G95782	G95784	G95785	G95786	G95787	G95788	G95789	G95790	G95791	G95792	G95793	G95795	G95796	G95797	G95799	G95801	G95802	G95803	G95804	G95805	G95806	G95807	G95808	G95809	G95810	G95811	G95812	G95813	G95814	G95815	G95816	G95817	G95818	G95819	G95820	G95821	G95822	G95823	G95824	G95825
s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003348801	0	0	0	0	0	0	0	9.043046e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016783	0	0	0	0.002534472	0	0	0	0	3.499001e-4	0	0	0.0138664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1332741	0	0	0	0	0	0	0.001161328	0	0	0	1.32e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.361999e-4	0	0	0	0	7.350939e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001677694	0	0	0	0	0	0	0	0	0	0	0	7.308796e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.485096e-5	0	0	0	0	1.808179e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002952479	0	0	0	0	0	0	2.023894e-5	0	0	0	0	0	0	0	0	0	0	0	2.978606e-4	0
s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00721702	0	0	0	0	0	0	1.852153e-4	2.790001e-4	0	0	0	0	0	0	0	0	0	7.059638e-4	2.083103e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005728772	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00379045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.278679e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03000366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004597782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001047049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002647007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004385436	0	0	0	0.00118533	0	0	0.01859542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04900465	0	0	6.60136e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.979998e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bifidobacterium_longum	0	1.572e-4	2.280242e-5	0	0.02171081	0	0.001505348	0	0	5.922617e-5	0	0	0.007235699	0	8.681002e-4	0	0	3.943068e-4	0.0026044	0	0	8.295552e-4	0	0	0	0	0	5.252e-4	0	0	0	0.006396099	1.19671e-5	2.357e-4	0	0.0013229	0	0	0.0135824	8.141161e-4	0	8.160002e-5	0.011333	1.133e-4	0.001855528	0	2.646949e-5	0.004522832	2.88e-4	0	0	7.913109e-5	0.0011167	1.040155e-4	0	0.002428078	0.001147744	0.009132389	6.429997e-5	1.335e-4	0.006260482	3.544341e-4	0	1.766486e-4	0.004492499	0.02825281	5.015368e-4	0	0.00133667	0	0	0.0063314	0	0.0016626	1.530116e-5	0	0	0.0022542	0.0123885	0	0.0125038	0.001208401	0	0	6.549652e-4	8.166493e-4	1.400602e-4	3.5e-6	0.007412037	8e-5	0	0.009177401	0	0	2.512e-4	0.005094906	0	0.0018491	2.623175e-5	0	1.453186e-4	0	8.515002e-4	0.01559516	0	2.402329e-5	8.840601e-4	0	0	0.0084453	9.020358e-5	0.001303	0	0	0.006736302	1.907e-4	2.427e-4	1.716e-4	4.318481e-4	0.02543339	0.006792498	2.616502e-4	0.003513866	5.200002e-5	0.0011406	0	0.01614271	0.007661038	3.657e-4	0.1669089	0	6.045011e-4	0	0	2.690918e-4	7.769924e-4	0.006648944	3.856916e-4	0	4.779999e-5	0.0018892	0.0112365	0	0	1.949076e-4	4.160001e-5	4.944001e-4	0	0	4.7e-5	0.03664554	0	3.502243e-4	9.845999e-4	0.02723356	3.701e-4	8.788936e-4	0.01415231	0	0	0	0.003933759	0.02042751	0.003679117	0	1.672362e-4	0.0179064	0.01936377	0	0.01848237	0	0.001133	0	0	0	5.518065e-4	7.620384e-4	0.002013281	0.004199769	0.001435529	0.002695653	0.00181303	0.01831601	0	0.005787098	2.09e-5	0.02261181	0.001167839	0	0.01026271	0	0	3.590532e-4	0.00947378	0	0.001067938	3.110514e-5	0	0	0.02712145	0.01654495	0	0	1.228413e-4	0	0	0	0	0	0	5.399999e-5	6.10946e-4	7.489999e-5	0	1.947164e-4	0.002242405	0.002986715	0.0031985	0	3.434e-4	0.002796899	1.678864e-4	0	5.323527e-5	5.555999e-4	0.004533038	3.248e-4	0.001430461	0	0.006885001	0.0011088	3.876343e-4	1.429374e-4	7.01355e-4	9.0001e-6	9.53e-5	0.009911318	0.005439594	0.01565413	0.001468964	0.01970721	2.729921e-4	3.372858e-4	0	0	0.001169138	0	0.001134058	0.004330263	0.002429936	0.001735355	1.805124e-4	0.001150461	4.513461e-4	0	0.0017406	0	0	0.01918188	3.872233e-4	5.92e-5	3.366e-4	0	0	0.004218275	1.352e-4	0.0017906	0	0	0	0	5.519794e-4	3.376629e-4	0	2.898221e-4	0.009987253	0	0.002736272	0.0011363	0.02020754	0	3.958904e-4	5.903517e-6	0	9.877939e-5	0	6.94836e-4	4.530999e-4	0	0.0019283	4.981e-4	0.03148361	0	0.001002915	1.767e-4	4.198396e-5	8.368999e-4	3.449544e-4	0.006042577	0.003361074
s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.557001e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.970002e-4	0	0	0	0	0	0	0	0.003170901	0	0	0	0	0	0	4.98e-5	0	0	0	0	1.486155e-4	0	0	0	0	0	0	0	0	0	0.001225818	0	9.119e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65e-5	0	0	0	0	0	3.589067e-4	0	0	0	0	0	0	0.0508653	0	0	0	0	0	0	0	0	0	0	0.0466318	0	0	0	0.01245718	0	0	0	0	0	0.04727953	0	3.970275e-5	0	0	0	0	0	0	0	0	0	0	0	0	1.769533e-5	0	0	8.291417e-5	0.001551987	0	0.0015454	0	0	0	0.002192697	0	0.003787229	0	0.002499819	0	0	0	0	0.002116999	0	0.0241792	0.002278274	0	0.003504148	0	0	0	0	0	0.001001155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.567118e-4	0	0	0	0	0	0	0	0	0.003314799	0	0	0	0	0	0	4.376716e-4	1.231779e-4	0	0	0.001519346	1.630427e-5	0	0	0	0	0.00105412	9.92262e-5	0.00377422	0	0	0	0	0	0	0	0	0.001938207	0.006295954	0.001629491	0	0	0	0	4.699246e-4	0	0	0.002902831	0	0	0	0	0	0	3.562e-4	0	0	0	0	0	0	0	0	0	0	0	7.882207e-4	0.0039991	6.393172e-4	0	0.00401009	0	0	0	0	0.001864358	0	0	0	0	0	0	0	0	0	0	5.219731e-4	0.01823413	0
s__Scardovia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.513977e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.301604e-5	0	0	0	0	0	0	0	0	0	1.554277e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.801109e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.682866e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.405999e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Scardovia_wiggsiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.880578e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.902595e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.337999e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Adlercreutzia_equolifaciens	0	6.299998e-5	0	0	7.106059e-6	0	0	0	0	0	2.501305e-6	0	0	0	0	0	0	1.093019e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.316045e-4	0	0	0	0	0	0	0	0	0	0	0	6.660001e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	2.527496e-4	0	0	0	0	8.21824e-6	2.395738e-4	0	0	0	3.313402e-5	8.390002e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.241221e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001058	0	0	0	4.314335e-4	0	0	0	0	0	0	0	0	0	0	0.001469859	0	0	0	0	0	3.185654e-4	0	3.188397e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.270003e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.642604e-5	0	0	1.45e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.000325e-6	0	0	2.713e-4	0	0	0	0	0	0	5.406687e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23e-4	0	0	0	0	0	5.589999e-5	0	0	0	0	0
s__Collinsella_aerofaciens	0	0.0014198	0	0	9.553145e-4	2.255484e-4	0	0	5.478676e-4	0.001489058	0	0	4.148999e-4	0	1.344e-4	0	3.464e-4	3.46206e-4	5.228e-4	0	0	0	0	0	8.799997e-5	0.01259078	3.281648e-4	6.77e-5	0	0.0011139	0	1.543e-4	7.575605e-5	1.723e-4	0	4.558001e-4	0	0	3.38e-4	1.343589e-4	0	0.004500701	0	0	0	0	1.7043e-4	4.645423e-4	4.941e-4	0	0	8.940772e-4	0	1.633243e-4	0	0.006962961	0	0.003016191	1.624999e-4	0	8.33883e-4	4.016386e-4	0	0.002607892	0.004394195	0.005090603	2.386814e-5	0	0.001022141	0	0	5.118e-4	0	0.002358	5.796439e-4	0	0	2.885e-4	0.001304	5.79353e-5	0.0013447	5.842456e-4	0	0	0	5.202592e-5	0.00479671	0	0.006463046	0	0	0.0033551	0	6.274739e-4	5.2e-4	0.01106857	0	3.147e-4	2.046477e-4	0	0	0	0	0.007093494	6.709999e-5	0	1.541105e-4	0	0	0	4.362173e-4	0.0017935	3.411902e-4	0	0	3.430001e-5	0.001175	2.025e-4	2.740305e-5	9.722306e-4	9.062997e-4	0.01214113	3.316062e-4	9.040003e-5	0	0	0.003534333	0	0	0.06069966	0	0.001113933	0	0	4.391498e-5	0	0.001902368	0	0	0	0.0160321	0.0012408	0	2.689e-4	0.003379831	3.325001e-4	0	4.222314e-5	0	0.0012115	0.008724899	2.943156e-4	0.004015378	2.45e-5	0	0.0045272	2.847627e-4	0.001185184	0	0.001697738	2.802001e-4	0.001948579	1.835916e-4	0.00467012	0.0010747	1.191622e-4	2.995e-4	0	7.835845e-4	0.006641691	0	0	0	0	0.006282575	4.910848e-4	0.01403353	8.228762e-4	0	5.276657e-4	3.06523e-4	4.336486e-4	5.346764e-4	1.154577e-4	0.001683999	1.677e-4	2.281778e-4	0.001545632	2.514001e-4	0.001305867	0	0	0	0	0	4.254332e-4	0.0102612	0.0011061	0	0	0	0	0.0023248	0.002147325	0	8.974113e-4	0	0.00154816	0	0	0	3.85329e-4	2.63e-5	0	0.00201847	0.002832697	8.941842e-5	3.768e-4	0	0.0032929	0.003931398	0	0.0052108	6.215794e-6	0.0024252	0	0.0010935	0.007227933	2.783776e-4	0.0010809	0	0.001939676	5.475433e-4	0	0	0	0	3.744888e-4	0.007092973	0.001157756	0.001877375	1.707584e-4	2.260255e-4	0	0	0	0.001504138	6.415202e-5	0	0.004970379	0.001939054	0.00110839	7.920423e-5	7.829534e-4	1.809999e-5	0.002013443	3.652361e-4	4.098175e-4	3.634922e-5	0.001249643	4.418e-4	1.939e-4	7.260295e-5	3.103778e-4	5.529119e-4	2.107e-4	0	1.028075e-4	0	0	0	0.001066407	4.651791e-5	0	0.006370919	0.001903665	0	4.902128e-4	0.0026598	4.267115e-4	0	0.003698154	0	0	0	0	0.001310678	1.19e-5	2.044e-4	4.605001e-4	0.0012007	0.003761718	0	0	0.005496799	0.001471426	0.010383	0.001226516	0.007256885	0
s__Collinsella_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011524	0	0	0	0	0	0	0	0	0	3.455e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.388e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.399471e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.224999e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Collinsella_stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002341048	0	0	0	0	9.083907e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.810663e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	2.590307e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.004017e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Collinsella_tanakaei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.374791e-4	0	0	0	0	4.75e-4	0	0	0	0	0	0	0	0	0	0	0	6.14964e-4	0	0	0	0	0	0	0	0	0	5.390534e-4	0	0	0.003558999	0	0	0	0	0	0	0	0	0	1.805667e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.305e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	6.070114e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001116665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.612146e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.060381e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.947811e-5	0	0
s__Collinsella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1204e-5	0	0	0	0	3.332676e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.224007e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.946e-4	0	0	0	0	0	0	0	0	0.002829142	0	0	0	0	9.963092e-4	0	0	0	0	0	0	0	0	0	4.903591e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.138312e-4	0	3.932901e-5	0	0	0	0	0	0	0	0	0	0	0	9.531131e-5	0	0	0	0	0	0	0	0	0	0	0	1.528256e-4	0	0	9.329511e-4	0	0	0	0	0	0	7.3331e-5	5.100546e-6	0	0	0	0	0	4.499999e-6	0	0	0	0	0	0	0	0	0	1.979921e-4	0	0	0	0	0	4e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eggerthella_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.680517e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.620383e-5	1.425001e-4	8.262047e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.417e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.446185e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.881025e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eggerthella_unclassified	0	0	2.063219e-4	0	0	0	1.744214e-4	0.001348764	2.352149e-4	0	0	0	0	0	0	5.679027e-4	0	7.360127e-5	0	0	0	8.311557e-4	2.877969e-4	0	0	0	0	0	7.470619e-5	0	0	0	0	0	0	0	6.202799e-6	0	0	0	0	9.196003e-4	0	4.100001e-6	0	7.202023e-6	0	0	0	0	1.65e-5	1.055775e-4	1.29e-5	0	0	8.312249e-6	0	2.324326e-5	0	0	0	0	4.483654e-4	0	6.794302e-4	4.648002e-4	0.002189748	3.748319e-4	0	0	0	0	2.433498e-4	0	0	4.899999e-6	0	8.400001e-5	0	0	0	0	0	4.312677e-4	0	0	0	0	0	0	9.130464e-5	8.590001e-5	5.45e-5	0	2.02e-5	1.51527e-4	0	0	0	0	0	9.735601e-5	0	5.070996e-5	0	0	0	2.87e-4	0	0	0	9.440002e-5	0	2.321999e-4	0	0	0	0	0	0	0	1.160223e-5	0	0	0	0	0	0	0	0	0.0023792	0	0	0	0	0	0	0	0	0	0	2.84e-5	0	0	0	0	0	0	0	0	2.218686e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.551729e-4	0	0	0	2.49e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.051318e-5	0	4.290001e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	4.300324e-6	0	0	0	4.781409e-4	4.801989e-4	0	0	0	0	8.07797e-4	0	0	1.835e-4	0	0	2.641035e-5	0	3.45e-5	9.220001e-5	0	4.811259e-5	0	0	0	0	0	1.720454e-4	0	0	0	0	0	0	0	0	0	3.940422e-5	0	0	0	0	9.603108e-6	5.309998e-5	0	0	0	0	0	0	0	0	0	0	0	3.091999e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.821085e-5	0	0	3.951e-4	0	0	0	0	0	1.578821e-5	6.279001e-4	0	1.37e-5	0	0	0	2.134109e-5	1.148265e-4
s__Slackia_piriformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128e-4	0	0	3.51506e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.502541e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72013e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.800733e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
