Pathway	G79887	G79888	G79890	G79893	G79899	G79902	G79904	G79906	G79907	G79908	G79910	G79911	G79914	G79915	G79916	G79917	G79919	G79924	G79926	G79931	G79933	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79951	G79953	G79955	G79956	G79960	G79961	G79962	G79963	G79965	G79968	G79971	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79987	G79988	G79994	G79995	G79996	G79998	G80000	G80001	G80003	G80004	G80005	G80008	G80011	G80020	G80022	G80024	G80030	G80036	G80041	G80043	G80046	G80049	G80050	G80053	G80054	G80055	G80058	G80065	G80066	G80067	G80068
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68226e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57464e-7	0	0	0	0	1.81028e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48747e-7	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Megamonas.s__Megamonas_funiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97458e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2430399999999998e-06	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.55066e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02518e-6	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Megamonas.s__Megamonas_rupellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87624e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42896e-6	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38581e-7	0	0	0	0	0	0	0	3.78433e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08316e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	1.46089e-6	0	0	0	0	6.43468e-6	0	1.05332e-6	0	0	5.39927e-6	0	0	0	5.29705e-6	0	0	0	0	0	0	4.77736e-7	0	0	1.07776e-6	0	0	0	0	1.25842e-6	0	0	0	0	2.31276e-6	3.69024e-7	9.5696e-6	0	0	0	0	0	1.46586e-6	6.39936e-7	0	0	0	5.71487e-6	0	9.92521e-7	0	0	0	0	0	2.39302e-6	0	4.49654e-7	1.10934e-6	1.62156e-6	5.06931e-7	3.38113e-6	0	6.68038e-7	3.67506e-6	0	0	0	2.6347e-6	0	0	0	1.68753e-6	0	3.96096e-6
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75458e-6	0	0	0	0	0	0	4.74105e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2277e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56576e-6	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45211e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Proteus.s__Proteus_penneri	0	0	0	0	0	0	0	0	0	6.41397e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18664e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1094e-6	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Roseburia.s__Roseburia_intestinalis	0	1.84008e-4	0	0	3.53753e-7	0	0	0	2.86454e-6	1.22241e-4	0	0	0	5.60727e-7	0	0	3.56618e-6	2.22548e-5	0	0	0	8.15553e-6	0	0	1.45113e-6	5.9151000000000003e-05	3.46295e-6	0	0	0	9.65043e-6	0	2.35613e-7	0	0	1.81516e-5	7.10736e-6	1.95363e-6	0	0	0	0	0	0	0	0	0	1.52495e-5	0	0	0	0	9.61217e-6	0	6.35222e-6	0	2.10575e-6	0	0	0	2.13562e-6	1.46202e-6	1.80093e-6	5.62331e-7	0	0	7.47453e-6	0	0	0	5.86425e-7	1.10726e-5	0	5.73732e-6	1.47574e-5	2.81706e-6	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	2.0544e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6118e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01169e-7	0	0	0	0	0	0	5.32966e-7	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95018e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Sutterella.s__Sutterella_wadsworthensis	1.33413e-5	0	0	0	0	7.935e-6	0	0	0	0	0	1.13299e-5	0	1.37231e-6	0	0	1.70124e-5	0	0	0	3.45709e-6	0	5.12135e-6	0	7.24163e-6	0	3.06447e-5	0	0	3.87667e-6	0	0	0	8.04897e-6	1.43017e-6	0	0	0	3.73821e-6	0	0	1.60048e-6	3.47963e-7	4.66614e-6	0	0	5.0769e-6	0	0	0	0	0	0	0	1.13073e-5	1.42943e-5	0	0	0	0	0	0	0	1.23997e-5	0	0	0	0	0	0	9.24166e-6	0	0	0	1.24167e-5	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Veillonella.s__Veillonella_atypica	0	0	0	0	1.34244e-6	0	0	2.46381e-6	0	0	0	0	0	5.49484e-7	0	0	0	0	0	0	7.32841e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.71579e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02377e-7	0	0	7.57611e-7	9.76743e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Veillonella.s__Veillonella_dispar	0	8.059e-7	0	1.95155e-6	0	0	0	0	0	0	0	0	0	8.99848e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11067e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84912e-6	0	0	0	0	0	3.07584e-7	0	0	0	0	0	0	0	0	0	0	1.08946e-6	0	0	9.94163e-7	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Veillonella.s__Veillonella_parvula	0	1.5957e-6	0	2.28878e-7	0	0	0	0	0	1.16186e-6	0	0	0	1.25664e-5	0	0	0	5.58809e-7	0	0	0	0	0	7.20258e-6	0	0	0	0	0	0	3.67028e-6	0	0	0	0	0	8.31923e-6	0	1.55125e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.31747e-6	2.8061e-6	0	0	0	0	0	7.35769e-7	0	5.06546e-7	3.61552e-7	0	0	0	0	0	0	0	0	0	0	3.50016e-6	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Veillonella.s__Veillonella_ratti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37254e-6	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	9.98323e-6	6.20352e-6	3.53091e-6	2.18245e-6	1.30479e-6	1.20759e-5	0	0	2.47869e-5	7.04137e-6	0	1.27374e-5	7.04639e-6	0	2.91595e-6	0	2.55931e-5	1.00627e-6	3.50553e-5	0	2.5547e-5	0	3.37049e-6	7.02479e-6	0	4.176e-6	9.4791e-5	0	9.31711e-6	1.45083e-5	0	5.2637e-6	3.70573e-5	7.95768e-5	0	1.18254e-5	0	1.25352e-5	8.57251e-6	1.54624e-5	6.16319e-6	0	1.42287e-6	2.10579e-6	0	1.87967e-5	2.27743e-5	2.5461e-6	5.99166e-6	3.41538e-6	0	3.63068e-6	0	0	0	9.35319e-5	5.05802e-6	0	4.18308e-5	0	1.01808e-5	6.01447e-6	0	0	3.41942e-5	1.67838e-5	1.88884e-5	2.2221e-5	8.31929e-6	3.83734e-6	3.37658e-5	4.43823e-6	2.21472e-6	7.86836e-6	1.08604e-5	1.98759e-5	0	1.83803e-6
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	7.64383e-5	1.43077e-4	4.91143e-5	3.9159e-5	6.46729e-5	1.32069e-5	0	1.96505e-5	2.5519e-5	4.72068e-5	2.36362e-5	8.08126e-5	8.778e-5	2.92565e-5	5.76189e-5	0	5.05242e-5	1.10707e-4	0	0	1.05645e-4	1.6472e-5	5.37684e-5	5.99601e-5	8.31843e-6	3.83276e-5	6.24885e-5	7.95034e-5	9.33832e-5	1.31341e-4	4.67462e-5	7.2790300000000007e-05	3.87343e-5	3.79676e-5	2.45529e-5	1.99957e-5	3.27481e-5	2.1471e-5	2.85044e-5	1.07429e-4	5.20056e-5	7.15045e-6	3.38347e-5	6.39763e-5	6.95816e-5	1.05831e-5	3.50953e-5	3.81805e-5	0	6.85919e-5	2.52817e-5	2.33478e-5	7.75274e-5	1.91979e-5	2.27196e-4	2.2044e-5	1.37343e-5	1.84099e-5	2.01545e-5	5.6838e-5	7.5732e-5	1.59813e-5	1.09937e-4	3.59775e-5	4.52479e-6	1.90932e-5	4.31123e-5	3.96315e-5	4.23857e-5	0	2.07251e-5	5.35457e-5	1.03746e-4	6.28407e-5	1.16834e-4	2.35914e-5	8.94998e-5	3.45143e-5
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0	6.41164e-7	0	0	0	0	0	0	0	3.06072e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45369e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46931e-6	2.71953e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07769e-6	0	8.11843e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3691e-6	0	0	0	0	0	0	0	0	0	5.55634e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24411e-6	0	0	0	0	3.4763e-6	0	2.62422e-6	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis	7.37688e-4	6.4603e-4	6.90216e-4	4.10659e-4	7.44163e-4	7.15239e-4	5.82538e-6	1.87841e-4	4.8654e-4	5.0516e-4	4.02895e-4	7.47883e-4	7.1602e-4	5.66402e-4	6.32752e-4	8.2823e-5	0.00159396	7.2743e-4	6.21525e-4	1.6379e-4	6.38934e-4	2.23858e-4	7.4902e-4	4.4126e-4	6.05067e-4	7.694e-4	9.51353e-4	9.81297e-4	7.44972e-4	7.06506e-4	5.5343e-4	6.47408e-4	4.05761e-4	0.00128298	2.80802e-4	9.27428e-4	8.82501e-4	6.43527e-4	7.45713e-4	5.07897e-4	5.67683e-4	3.31626e-4	5.63839e-4	6.78049e-4	6.38174e-4	4.57736e-4	6.87609e-4	3.46182e-4	7.45242e-4	7.89298e-4	6.1209e-4	0.00121382	5.01032e-4	1.28874e-4	7.20435e-4	0.00150077	8.74665e-4	8.69853e-4	8.04595e-4	8.32734e-4	5.46559e-4	5.92212e-4	7.20654e-4	8.61204e-4	6.23773e-4	8.69429e-4	4.32336e-4	6.78166e-4	7.58265e-4	9.49552e-4	0.00113385	6.312e-4	7.83578e-4	7.14069e-4	7.02799e-4	4.45917e-4	6.4024e-4	0.00114417
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39233e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94584e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98948e-6	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69803e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54666e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	5.53376e-5	0	0	0	0	0	0	5.07707e-6	2.49743e-7	1.94308e-5	0	0	0	2.75834e-6	0	0	0	3.52522e-5	0	0	0	0	0	0	4.85519e-7	0	0	0	0	0	0	3.97732e-6	1.06876e-7	0	0	5.42402e-7	6.50326e-6	0	5.10171e-5	0	0	6.49453e-6	0	0	8.80859e-6	0	0	1.86165e-5	0	0	4.10261e-6	0	0	8.94074e-7	5.11273e-7	8.29357e-7	0	0	6.47901e-7	2.84889e-7	1.34737e-5	0	0	5.4493e-6	0	1.41212e-7	1.28214e-4	0	1.08197e-6	2.03973e-6	9.53807e-7	4.44332e-5	0	4.4308e-5	2.66836e-7	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_finegoldii	8.35911e-6	0	0	0	0	2.22065e-6	0	0	2.69946e-6	0	3.29045e-6	2.93776e-6	0	0	0	0	0	0	0	7.40822e-6	0	0	0	8.68525e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6943e-5	0	6.29877e-6	3.50445e-6	0	0	0	0	1.13887e-5	0	0	3.27238e-5	0	0	3.31269e-6	0	0	0	0	0	0	0	9.41508e-7	1.65795e-6	2.83901e-5	0	0	3.04354e-5	0	0	6.99608e-6	0	0	2.98379e-7	5.88222e-6	3.12035e-6	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	1.48276e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64649e-7	0	0	0	0	0	0	0	0	2.87496e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.18347e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	4.32501e-6	0	2.24859e-6	0	0	1.9483e-6	0	4.50206e-6	5.55567e-7	0	6.38764e-5	6.17364e-7	0	0	0	0	0	0	0	0	0	0	9.80506e-6	2.51884e-6	0	0	0	9.34258e-6	2.81209e-6	7.36243e-7	0	6.57556e-6	9.50104e-6	2.64861e-7	0	0	0	2.58524e-6	5.72009e-6	0	1.91881e-6	0	0	2.24855e-6	1.2094e-5	1.74843e-5	3.83615e-6	0	0	0	0	6.47107e-6	0	0	0	0	0	1.25378e-6	0	2.11637e-5	1.26763e-5	5.56887e-6	0	0	4.85487e-6	3.80799e-6	5.19073e-6	0	0	0	4.8878e-7	3.75668e-6	2.15546e-5	7.93128e-6	0	7.4224e-6	0	5.10878e-6
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_putredinis	2.65155e-5	0	2.09013e-5	0	0	2.78454e-5	0	2.89586e-6	1.05428e-5	0	0	2.45851e-5	0	0	4.45097e-5	0	0	0	0	4.1374e-6	0	0	5.85021e-5	1.46268e-6	0	2.87586e-7	0	2.67279e-5	1.59481e-5	2.08993e-5	0	3.92141e-5	1.57157e-5	2.12378e-7	0	0	0	3.92738e-5	2.27149e-5	7.28979e-7	1.19887e-5	0	0	2.01214e-5	3.30892e-5	0	5.12953e-5	0	0	0	0	3.66158e-5	0	2.39708e-7	0	0	0	6.04278e-6	0	3.15528e-5	3.62892e-7	3.24741e-5	0	0	4.7944e-5	2.76324e-5	9.56911e-6	0	0	0	3.96625e-7	0	4.6558e-5	3.42065e-5	0	9.41513e-6	0	2.72096e-5
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80126e-7	0	0	0	1.31011e-6	0	0	0	0	0	0	0	0	1.72948e-6	0	0	0	0	0	0	0	0	2.29657e-7	0	0	0	0	0	5.76344e-7	0	0	4.49813e-7	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_shahii	1.47939e-6	0	0	0	0	1.04577e-6	0	0	7.25064e-6	0	0	1.79981e-6	0	0	0	0	5.27758e-7	0	0	0	0	0	0	0	0	0	0	0	0	2.29317e-6	0	0	0	1.14453e-6	0	0	0	2.59468e-5	2.53215e-7	0	0	0	0	0	0	0	4.77506e-6	0	0	0	6.16637e-7	0	0	0	0	3.21033e-6	0	0	0	0	0	7.19645e-5	0	0	1.76206e-5	0	0	0	0	0	2.37346e-6	0	0	1.57801e-6	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_sp_HGB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68166e-6	0	0	0	0	0	0	0	0	0	0	0	0	4.11795e-6	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07976e-7	0	0	0	0	0	0	0	0	0	0	0	0	7.85295e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	7.00657e-6	3.20988e-6	0	0	0	0	0	0	0	3.19287e-6	0	0	0	0	3.35087e-6	0	0	0	0	0	0	0	0	0	0	4.45815e-6	3.85121e-6	0	2.64095e-6	9.03449e-6	0	0	0	0	0	0	0	0	1.40081e-6	3.62196e-6	0	0	8.54767e-7	0	0	0	8.98613e-7	0	0	0	0	0	0	0	5.53815e-7	0	0	0	0	4.07535e-6	4.62211e-7	0	0	0	0	0	0	1.48682e-6	0	0	0	0	0	8.6972e-7	2.63275e-7	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48133e-7	0	0	0	0	1.58871e-6	0	0	2.00234e-6	2.94268e-7	0	1.21399e-6	0	0	4.29108e-7	0	0	2.10887e-7	0	0	0	0	0	0	0	0	0	0	5.20211e-7	0	0	0	0	0	0	0	2.32914e-7	0	7.57566e-7	0	0	1.59709e-7	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caccae	2.16537e-5	0	6.8537e-6	0	0	1.90885e-5	0	0	6.18208e-6	0	0	7.30224e-6	0	0	1.3992e-5	0	2.94439e-6	0	1.26663e-5	2.08504e-6	8.51108e-6	0	1.32376e-5	1.63424e-5	0	0	2.62917e-7	0	0	1.8338e-5	0	0	0	5.2062e-6	0	0	0	1.10633e-5	1.42834e-5	1.09242e-5	2.13511e-5	4.31414e-5	5.31758e-5	7.31018e-6	0	1.216e-5	4.90704e-6	0	1.83669e-5	0	2.36548e-5	2.63432e-5	0	0	0	4.55687e-6	0	0	0	2.14443e-5	3.02284e-5	3.99554e-6	0	0	1.25166e-5	0	0	2.20859e-5	0	2.50893e-5	4.07476e-6	9.87246e-6	2.30472e-5	6.05109e-6	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	6.26673e-5	0	1.04384e-5	0	0	9.79093e-5	0	0	1.01588e-6	0	0	7.30398e-5	0	0	0	0	5.12159e-7	0	0	0	0	0	2.98214e-5	2.87211e-5	0	0	0	0	1.49953e-6	7.48917e-7	0	0	7.47036e-6	6.31773e-7	0	0	0	3.20495e-6	3.75128e-7	1.88274e-6	6.29076e-6	0	0	1.11761e-5	0	0	4.63923e-7	0	8.4874e-6	0	0	0	0	0	0	4.76681e-7	0	0	0	0	0	1.22823e-5	0	0	1.83619e-6	0	9.31598e-6	0	0	0	1.05963e-6	0	0	3.79096e-6	0	7.08695e-6	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74051e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45734e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22445e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72999e-6	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_coprocola	3.70217e-6	0	0	0	0	8.06895e-5	0	0	0	0	0	9.70459e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	2.31304e-5	0	0	0	0	1.16406e-5	3.01372e-7	4.14625e-6	1.28764e-6	0	3.14989e-6	1.3347e-5	2.99067e-5	7.96073e-6	0	0	0	0	0	0	3.5369e-5	0	0	1.36347e-5	0	3.62461e-5	0	3.93691e-6	4.01843e-5	8.3909e-6	1.31617e-5	1.1547e-4	0	4.06003e-6	0	1.53868e-4	0	6.00929e-6	1.78515e-5	2.89266e-6	2.75806e-5	1.78107e-4	2.20075e-4	0	1.52061e-4	1.1929e-5	1.22226e-5	0	2.92605e-6	0	7.11195e-5	8.58498e-6	0	1.2794e-6	0	2.48921e-6	1.53541e-4	1.20246e-6	5.66818e-4	5.79721e-6	1.60967e-5	5.05081e-6	0	0	4.3798e-6	3.64424e-4	0	4.84926e-6	0	0	5.76574e-6	4.53618e-6	5.49926e-6	0	0	0	0	1.189e-5
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	4.31559e-7	0	0	0	0	0	0	0	0	3.40134e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3088e-6	0	0	0	0	0	1.71564e-5	0	0	0	0	0	0	0	0	0	3.42991e-5	0	0	0	0	0	3.92244e-7	0	0	0	0	5.66562e-5	0	0	2.79096e-6	1.62441e-5	0	0	0	0	0	0	0	0	0	0	5.54146e-5	1.35102e-5	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecis	4.44736e-6	0	1.29998e-6	2.52852e-5	2.56202e-5	0	0	0	0	0	0	0	0	0	0	0	0	2.48725e-5	0	0	0	0	9.86567e-6	0	0	0	0	5.52011e-6	0	1.47708e-6	0	0	3.45754e-5	0	0	0	0	0	5.01612e-7	6.3715e-7	0	0	0	2.34193e-6	0	0	9.45707e-7	0	2.54624e-6	0	0	0	5.72608e-5	0	0	0	0	0	0	0	0	0	7.33449e-5	0	0	0	2.57133e-5	2.22922e-6	0	0	0	0	5.84222e-7	0	0	3.85439e-5	6.43227e-5	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	1.00457e-5	0	0	0	0	0	0	0	0	0	0	3.67874e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98342e-5	0	8.47363e-7	0	0	0	0	0	2.44509e-6	0	0	1.85758e-6	0	0	0	0	0	0	0	0	0	0	0	9.83894e-6	1.52834e-5	0	0	1.3254e-5	0	0	1.0608e-5	0	0	0	1.0101e-5	0	0	0	0	0	0
