pwy_species	G89286	G89287	G89288	G89290	G89292	G89293	G89294	G89295	G89296	G89297	G89299	G89300	G89301	G89302	G89303	G89304	G89305	G89307	G89308	G89309	G89311	G89312	G89313	G89314	G89315	G89316	G89317	G89320	G89321	G89322	G89323	G89324	G89325	G89328	G89329	G89330	G89331	G89332	G89333	G89334	G89335	G89336	G89338	G89339	G89340	G89341	G89343	G89344	G89345	G89347	G89348	G89349	G89350	G89351	G89352	G89353	G89354	G89355	G89356	G89358	G89360	G89361	G89362	G89363	G89364	G89365	G89366	G89368	G89369	G89370	G89372	G89373	G89374	G89375	G89378	G89379	G89380	G89381
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Klebsiella.s__Klebsiella_pneumoniae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.0169613	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	6.54942	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	0.514674	12.5526	31.494	12.5652
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	4.1642	2.58746	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.463453	0.823262	0.204627	1.4326	0.350995	0.432763	0.248532	1.14798	1.09648	1.08022	1.19547	0.151245	0.830074	0.910101	0.225017	0.625575	1.54682	0.265556	1.52308	0.100784	0.137019	0.718519	0.60124	0.169269	1.22035	0.318295	1.40318	0.698611	0.208575	1.15403	0.865581	0.0526076	0.801875	1.7561	0.98958	0.152259	0.327639	0.250734	0.958888	0.476295	0.591776	1.22884	0.60808	2.22073	3.66169	0.159053	2.13869	1.88212	1.82342	0.388451	2.47066	2.27134	0.239403	3.61219	2.11582	0.506912	0.118955	5.66957	0.648924	1.20358	0.278967	1.421	1.04418	0.611676	0.267621	0.623443	1.07749	0.86068	1.47624	7.09671	0.31659	1.11105	3.31972	0.346983	0.164342	0.385495	2.71996	1.16906
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	4.1642	0.481225	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.174582	1.10636	0.0628947	0.848384	3.12775	7.25833	0.122471	0.0598922	1.38907	1.84021	0.0375266	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	1.43852	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	0.166113	3.8584	0.447545	10.2644	1.61959	0.256951	1.66567	0.126792	1.66519	1.05335	0.0466344	0.543519	7.57838	0.0708221	223.401	0.424276	0.188482	20.594	2.91694	0.0902207	3.29766	1.86767	4.58233	4.30291	1.18296	37.0002	3.45771	26.8447	37.3174	0.0672587	0.392512	8.05732	0.249934	33.8507	8.12572	0.0185724	104.23	43.7026	0.262422	2.14367	0.0395287	7.64484	0.0108458	1.90017	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.558716	15.6743	0.189706	0.639902	5.5309	0.0852912	0.0916228	0.251503	19.8273	6.92402	4.738	0.124658	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	0.00694339	0.013485	5.8039	7.7972	4.02008	2.16169	14.0307	0.373736	0.624881	2.0735	0.310529	3.8584	0.447545	10.2644	1.61959	0.943445	1.66567	0.673999	0.610553	1.05335	1.59171	0.00814518	7.57838	3.09979	30.7479	0.424276	0.70929	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.0642809	0.392512	8.05732	1.99877	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	0.156242	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0.974031	15.6743	0.166843	0.639902	5.5309	0.596908	0.584534	12.6253	21.6646	6.92402	3.03969	0.0970299	3.68597	2.54624	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	0.371659	0.443659	3.1777	0.820217	5.8039	0.155032	4.02008	1.80729	0.236707	1.07461	12.8663	0.00136024	5.67789	3.68251	0.447545	0.0113822	1.61959	0.855107	5.33632	0.333691	0.628851	1.21162	0.0359105	0.543519	1.2223	1.92351	5.24119	0.424276	2.39613	20.594	0.73694	3.82893	3.29766	88.6118	54.0945	2.18696	0.00564287	37.0002	0.017773	2.81293	0.0181745	0.442662	0.392512	8.05732	2.34032	0.311627	8.12572	1.05701	104.23	267.695	3.27661	0.654916	21.805	7.64484	4.63915	12.5526	31.494	89.6557
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_intestinalis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	0.878058	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	0.0371016	21.0633	104.23	267.695	0.733397	17.5044	22.3415	7.64484	4.63915	0.0389601	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	2.32667	6.92402	4.738	0.848384	3.12775	1.89702	2.35796	0.0598922	1.38907	1.84021	6.55828	0.169323	0.057664	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	0.182796	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.0207223	0.392512	8.05732	0.0265695	33.8507	8.12572	3.93438	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	2.01442	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.806687	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	0.17141	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.485379	0.392512	8.05732	0.0448677	33.8507	8.12572	0.03455	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	0.0740307	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.440738	15.6743	0.522297	1.23171	0.247156	0.282753	0.839093	1.12623	1.87935	6.92402	1.99216	0.0226456	0.731548	0.775225	0.0659361	0.837952	2.36259	0.217946	2.27082	0.0492967	0.0278645	0.783959	3.1777	0.048401	0.640917	0.257286	6.27025	0.913308	0.00403557	1.54982	0.826722	2.0735	5.67789	1.8808	0.641657	0.00705216	12.5512	0.14148	0.939471	0.469897	0.893148	2.30448	1.15183	0.543519	7.57838	0.00334047	0.194633	2.05804	0.0484696	0.040429	2.91694	0.730026	0.0077902	6.93782	54.0945	1.44958	0.0089702	0.297683	18.0916	0.230598	0.00406829	0.972673	0.513805	0.395972	0.0412463	33.8507	1.55594	0.030996	0.195327	0.202961	0.570968	0.0178031	6.67777	0.259915	4.63915	0.509683	0.0946899	0.00912959
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	0.0707169	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	1.22778	6.92402	0.172914	0.848384	3.12775	7.25833	0.0656054	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.214944	5.8039	7.7972	4.02008	0.189654	14.0307	2.33625	0.624881	0.11431	0.104008	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	0.0224248	1.66519	1.05335	1.59171	0.543519	7.57838	0.082357	223.401	0.424276	1.00418	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	0.54316	37.0002	3.45771	26.8447	4.19518	4.25334	0.392512	8.05732	0.546384	33.8507	0.294881	0.548623	104.23	267.695	3.85147	17.5044	22.3415	0.33213	4.63915	0.170042	31.494	0.970959
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	4.1642	15.6743	0.166843	0.639902	1.14867	1.00743	0.0916228	23.3507	0.925339	6.92402	4.738	0.848384	3.12775	2.82207	2.35796	0.0598922	1.38907	1.84021	6.55828	1.12448	0.431818	0.443659	3.1777	5.13677	8.49217	7.7972	4.02008	5.75909	14.0307	2.33625	0.624881	2.0735	0.62786	3.8584	14.0004	10.2644	1.61959	1.73652	1.66567	0.99536	1.66519	1.05335	1.59171	0.543519	7.57838	0.294946	223.401	0.424276	15.5972	20.594	1.18368	0.0675323	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	6.08487	13.9758	0.178193	43.6221	0.392512	11.2179	0.362575	33.8507	0.378934	0.372173	104.23	267.695	3.85147	6.34303	0.719437	7.64484	4.63915	6.13731	4.38335	0.271516
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Campylobacter.s__Campylobacter_curvus	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	0.258605	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Campylobacter.s__Campylobacter_upsaliensis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	0.174124	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Clostridium.s__Clostridium_perfringens	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	3.53676	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Collinsella.s__Collinsella_tanakaei	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	0.351831	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Desulfovibrio.s__Desulfovibrio_piger	0.120789	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	0.100076	0.0416738	0.0071941	0.639902	0.179782	0.127293	0.0916228	0.251503	0.00421251	0.0836616	0.155719	0.848384	0.0609005	0.0618028	2.35796	0.0598922	1.38907	0.00883724	0.0945039	0.0151271	0.0633276	0.443659	0.0818763	0.257344	0.40555	0.155621	4.02008	0.0434492	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.0216589	0.318529	0.0169951	0.0471233	1.66567	0.836253	0.049933	1.05335	0.0761711	0.0264346	7.57838	0.0329119	223.401	0.0551319	35.9623	0.945317	0.0570628	0.00538103	0.111883	1.86767	1.14692	4.30291	0.0965171	0.79018	3.45771	0.0542855	0.109159	1.82119	0.0137059	0.222451	0.265298	33.8507	8.12572	4.62627	17.2175	10.7938	3.85147	0.18696	0.0999744	7.64484	0.0710288	12.5526	1.07446	0.161138
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Eikenella.s__Eikenella_corrodens	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	1.17903	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Enterobacter.s__Enterobacter_aerogenes	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	0.163008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.441312	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	0.591762	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	0.376024	1.05335	1.59171	0.543519	7.57838	3.09979	38.5567	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	3.88477	22.3415	7.64484	4.63915	3.14921	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	4.1642	1.45593	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.159931	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	3.7423	6.55828	0.0151271	1.83461	0.443659	3.1777	0.164476	5.8039	0.480526	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	0.0377731	1.45392	1.66567	6.26221	1.66519	0.827636	0.017002	0.543519	7.57838	0.0156533	223.401	0.424276	35.9623	1.36202	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	0.0742487	9.05155	0.0870621	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	10.0485	3.85147	1.32012	22.3415	7.64484	0.755131	1.01874	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	4.1642	15.6743	0.166843	2.00301	0.124513	1.00743	0.0916228	0.251503	0.0308334	0.307757	4.738	0.848384	3.12775	0.217607	2.35796	0.0598922	1.38907	0.178486	6.55828	0.0151271	1.83461	0.443659	3.1777	0.11859	1.02036	0.414511	0.301229	2.16169	14.0307	0.257842	0.624881	2.0735	5.67789	0.244989	0.032725	0.357637	1.61959	1.45392	0.0501875	6.26221	0.0906535	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.121516	35.9623	20.594	0.339915	1.06809	3.29766	0.0821457	0.217448	0.422662	0.70721	37.0002	3.45771	26.8447	0.118409	9.05155	0.0850011	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	0.292721	22.3415	7.64484	1.06896	12.5526	4.81012	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.0298401	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	0.346145	1.59171	0.543519	7.57838	3.09979	5.27035	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	0.884522	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0.0258791	1.26452	0.0861285	1.05859	0.9334	0.758166	0.0916228	0.4	1.16526	6.92402	0.169436	0.17246	3.12775	1.9731	2.35796	0.0598922	1.38907	1.25831	6.55828	1.49663	1.83461	0.443659	0.443192	5.13677	5.8039	7.7972	4.02008	0.365843	0.651144	2.33625	0.624881	0.180833	0.0952739	3.8584	0.447545	10.2644	1.61959	0.790439	1.66567	0.152246	1.66519	1.05335	1.59171	0.0023561	14.0118	3.09979	223.401	0.424276	1.18044	20.594	0.703428	0.632425	0.112121	1.86767	0.0290203	0.214778	4.88524	0.883632	3.45771	0.506602	4.19518	0.0497039	0.243873	8.05732	0.0899331	1.40928	1.77702	3.04117	104.23	267.695	3.85147	17.5044	0.0901234	0.101662	0.00798292	0.0893824	1.00456	0.0337839
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_goldsteinii	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	1.23425	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_johnsonii	4.1642	15.6743	0.0345237	0.639902	5.5309	1.00743	0.0916228	0.251503	0.664873	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	0.120765	1.84021	6.55828	0.0151271	1.83461	0.443659	0.458272	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	0.0301442	0.962767	3.8584	0.447545	10.2644	1.61959	0.0224315	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	0.056937	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	0.163524	4.88524	37.0002	3.45771	26.8447	4.19518	0.259427	0.392512	8.05732	0.225021	0.468953	8.12572	21.0633	104.23	267.695	0.395524	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	4.1642	15.6743	0.166843	13.7392	47.6467	1.00743	0.0916228	18.9004	1.14546	6.92402	0.384527	0.848384	3.12775	2.63213	2.35796	0.0598922	1.38907	0.322232	6.55828	0.0151271	0.48842	0.443659	3.1777	5.13677	5.48028	7.7972	4.02008	5.78478	14.0307	30.6573	0.624881	2.0735	0.351164	3.8584	62.7855	10.2644	1.61959	2.31956	0.341128	1.89485	1.66519	1.05335	1.59171	0.543519	7.57838	0.125906	12.1703	0.424276	35.9623	20.594	1.141	1.06809	0.455634	1.86767	54.0945	4.30291	4.88524	37.0002	6.26135	26.8447	0.144866	51.7485	2.67438	15.9579	0.447206	33.8507	0.427767	0.324004	104.23	267.695	3.85147	10.8755	22.3415	7.64484	4.63915	7.01871	31.494	0.365514
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Proteus.s__Proteus_mirabilis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	0.757501	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
